date,Ticker,Avg. Sentiment,% Positive,% Negative,% Neutral,Sentiment Volatility,sum_positive,sum_negative,sum_neutral,total_tweets,daily_change_pct
2015-07-25,MSFT,0.25,33.82352941,8.823529412,57.35294118,0.6077853117,23,6,39,68,-0.3686835827
2015-07-25,TSLA,0.0495049505,6.435643564,1.485148515,92.07920792,0.2777391891,13,3,186,202,-0.6699101796
2015-07-26,AAPL,0.1361502347,16.90140845,3.286384977,79.81220657,0.4291921063,36,7,170,213,-0.527325024
2015-07-26,AMZN,0.1447368421,20.39473684,5.921052632,73.68421053,0.4937744174,31,9,112,152,9.797171181
2015-07-26,GOOG,0.08571428571,12.85714286,4.285714286,82.85714286,0.4079946413,9,3,58,70,-3.215993047
2015-07-26,GOOGL,0,11.11111111,11.11111111,77.77777778,0.4780914437,4,4,28,36,-2.958220325
2015-07-26,MSFT,0.2820512821,35.8974359,7.692307692,56.41025641,0.6047495327,14,3,22,39,-0.3686835827
2015-07-26,TSLA,0.1264367816,14.94252874,2.298850575,82.75862069,0.3978020339,13,2,72,87,-0.6699101796
2015-07-27,AAPL,0.06691449814,15.24163569,8.550185874,76.20817844,0.4836066358,82,46,410,538,-1.389558233
2015-07-27,AMZN,0.09589041096,17.80821918,8.219178082,73.97260274,0.5016508279,78,36,324,438,0.3758830418
2015-07-27,GOOG,0.07883817427,17.01244813,9.128630705,73.85892116,0.5062199567,41,22,178,241,0.5933671178
2015-07-27,GOOGL,0.09691629956,15.85903084,6.167400881,77.97356828,0.4602223463,36,14,177,227,0.5345388457
2015-07-27,MSFT,0.1776315789,21.71052632,3.947368421,74.34210526,0.4759371889,33,6,113,152,-1.284283848
2015-07-27,TSLA,0.00487804878,8.292682927,7.804878049,83.90243902,0.4021701056,17,16,172,205,-4.67201688
2015-07-28,AAPL,0.0404685836,11.18210863,7.135250266,81.68264111,0.4262973349,105,67,767,939,0.4968640547
2015-07-28,AMZN,0.06092436975,11.34453782,5.25210084,83.40336134,0.4032321867,54,25,397,476,-1.012400971
2015-07-28,GOOG,0.08986175115,14.05529954,5.069124424,80.87557604,0.4284765205,61,22,351,434,0.1179734082
2015-07-28,GOOGL,0.03611111111,5.555555556,1.944444444,92.5,0.2718478783,20,7,333,360,0.2111595546
2015-07-28,MSFT,0.1727748691,21.46596859,4.188481675,74.34554974,0.4773745595,41,8,142,191,-0.02205071665
2015-07-28,TSLA,0.1018518519,13.27160494,3.086419753,83.64197531,0.3920213904,43,10,271,324,4.667799692
2015-07-29,AAPL,0.06458797327,13.36302895,6.904231626,79.73273942,0.446031481,60,31,358,449,-0.3160966121
2015-07-29,AMZN,0.1272401434,15.23297491,2.508960573,82.25806452,0.4018939672,85,14,459,558,0.5646065814
2015-07-29,GOOG,0.06623235613,8.251900109,1.628664495,90.1194354,0.3074435725,76,15,830,921,0.6257961783
2015-07-29,GOOGL,0,0,0,100,0,0,0,12,12,0.2683200437
2015-07-29,MSFT,0.1343283582,21.64179104,8.208955224,70.14925373,0.5305787212,58,22,188,268,2.095280106
2015-07-29,TSLA,0.03468208092,8.092485549,4.624277457,87.28323699,0.3559454125,14,8,151,173,-0.3776149838
2015-07-30,AAPL,0.01938711695,6.629143215,4.69043152,88.68042527,0.3359917971,106,75,1418,1599,-0.5041060249
2015-07-30,AMZN,0.04474708171,9.338521401,4.86381323,85.79766537,0.374558394,48,25,441,514,1.466918715
2015-07-30,GOOG,0.02529960053,4.127829561,1.597869507,94.27430093,0.2381016802,31,12,708,751,0.1044419477
2015-07-30,GOOGL,0.04358974359,6.666666667,2.307692308,91.02564103,0.2967647938,26,9,355,390,0.4732171205
2015-07-30,MSFT,0.02958579882,17.15976331,14.20118343,68.63905325,0.5608882783,29,24,116,169,1.274573342
2015-07-30,TSLA,0.0157635468,3.15270936,1.57635468,95.27093596,0.2169989485,32,16,967,1015,1.125767569
2015-07-31,AAPL,0.03865073788,8.643710471,4.778636683,86.57765285,0.3644488058,123,68,1232,1423,-0.8743973196
2015-07-31,AMZN,0.037470726,6.323185012,2.576112412,91.10070258,0.2963014119,27,11,389,427,-0.113644832
2015-07-31,GOOG,0.01170351105,2.080624187,0.9102730819,97.00910273,0.1726579455,16,7,746,769,-1.103400307
2015-07-31,GOOGL,0.03768844221,6.281407035,2.512562814,91.20603015,0.2945118207,25,10,363,398,-1.062357048
2015-07-31,MSFT,0.1262135922,18.93203883,6.310679612,74.75728155,0.4874945733,39,13,154,206,-0.3839590444
2015-07-31,TSLA,0.03633916555,4.306864065,0.6729475101,95.02018843,0.2203245662,32,5,706,743,-0.2398890513
2015-08-01,AAPL,0.03225806452,8.467741935,5.241935484,86.29032258,0.3692303515,42,26,428,496,-0.8743973196
2015-08-01,AMZN,0.0395256917,5.138339921,1.185770751,93.67588933,0.248844497,13,3,237,253,-0.113644832
2015-08-01,GOOG,0.04810996564,5.841924399,1.030927835,93.12714777,0.2581529918,17,3,271,291,-1.103400307
2015-08-01,GOOGL,0.01941747573,2.912621359,0.9708737864,96.11650485,0.1965846196,6,2,198,206,-1.062357048
2015-08-01,MSFT,0.2058823529,22.05882353,1.470588235,76.47058824,0.4424768661,15,1,52,68,-0.3839590444
2015-08-01,TSLA,0.05988023952,7.185628743,1.19760479,91.61676647,0.2841304384,12,2,153,167,-0.2398890513
2015-08-02,AAPL,0.06108202443,8.376963351,2.268760908,89.35427574,0.3207893704,48,13,512,573,-0.8743973196
2015-08-02,AMZN,0.03396226415,5.283018868,1.886792453,92.83018868,0.2661050404,14,5,246,265,-0.113644832
2015-08-02,GOOG,0.03473945409,4.714640199,1.240694789,94.04466501,0.2418504927,19,5,379,403,-1.103400307
2015-08-02,GOOGL,0.01993355482,2.325581395,0.3322259136,97.34219269,0.1620740435,7,1,293,301,-1.062357048
2015-08-02,MSFT,0.1276595745,17.0212766,4.255319149,78.72340426,0.4480402387,8,2,37,47,-0.3839590444
2015-08-02,TSLA,0.01219512195,2.845528455,1.62601626,95.52845528,0.2115387226,7,4,235,246,-0.2398890513
2015-08-03,AAPL,-0.001231527094,10.22167488,10.34482759,79.43349754,0.4536410763,166,168,1290,1624,-2.357790602
2015-08-03,AMZN,0.07792207792,9.87012987,2.077922078,88.05194805,0.3372002437,38,8,339,385,-0.208896764
2015-08-03,GOOG,0.04276315789,5.756578947,1.480263158,92.76315789,0.2658118579,35,9,564,608,0.8951263567
2015-08-03,GOOGL,0.0524691358,6.172839506,0.9259259259,92.90123457,0.2616216674,20,3,301,324,1.098098859
2015-08-03,MSFT,0.1586206897,19.31034483,3.448275862,77.24137931,0.4514769292,28,5,112,145,0.2355460385
2015-08-03,TSLA,0.01104972376,6.35359116,5.248618785,88.39779006,0.3409120938,23,19,320,362,-2.314484313
2015-08-04,AAPL,-0.05667018655,11.26363956,16.93065822,71.80570222,0.528043192,320,481,2040,2841,-3.208375549
2015-08-04,AMZN,0.1653225806,22.58064516,6.048387097,71.37096774,0.5099089948,56,15,177,248,-0.5850139245
2015-08-04,GOOG,0.2898550725,32.85024155,3.8647343,63.28502415,0.5327469844,136,16,262,414,-0.3105147257
2015-08-04,GOOGL,0.1037037037,16.2962963,5.925925926,77.77777778,0.4615689349,22,8,105,135,-0.5175111325
2015-08-04,MSFT,0.3675889328,41.8972332,5.138339921,52.96442688,0.5801417084,106,13,134,253,1.559495834
2015-08-04,TSLA,0.141025641,19.23076923,5.128205128,75.64102564,0.4739848146,45,12,177,234,2.41932382
2015-08-05,AAPL,0.00857400722,15.47833935,14.62093863,69.90072202,0.5486849017,343,324,1549,2216,0.6629448709
2015-08-05,AMZN,0.1080246914,16.97530864,6.172839506,76.85185185,0.4695664815,55,20,249,324,0.9607068998
2015-08-05,GOOG,0.1281407035,18.34170854,5.527638191,76.13065327,0.4720522324,73,22,303,398,2.309098133
2015-08-05,GOOGL,0.09482758621,13.36206897,3.879310345,82.75862069,0.4051283432,31,9,192,232,1.816174692
2015-08-05,MSFT,0.2058823529,24.78991597,4.201680672,71.00840336,0.4985708043,59,10,169,238,0.08413967186
2015-08-05,TSLA,-0.01936026936,10.85858586,12.79461279,76.34680135,0.4861647041,129,152,907,1188,1.445846477
2015-08-06,AAPL,0.06645768025,14.04388715,7.398119122,78.55799373,0.4584050454,224,118,1253,1595,-0.2339688042
2015-08-06,AMZN,0.03294117647,7.294117647,4,88.70588235,0.334843048,31,17,377,425,-1.40593285
2015-08-06,GOOG,0.02295918367,5.357142857,3.06122449,91.58163265,0.2896040482,21,12,359,392,-0.1708658237
2015-08-06,GOOGL,0.04,5.333333333,1.333333333,93.33333333,0.2554224769,20,5,350,375,-0.4663666474
2015-08-06,MSFT,0.05405405405,8.783783784,3.378378378,87.83783784,0.3456982244,13,5,130,148,-2.017654477
2015-08-06,TSLA,-0.0581655481,6.487695749,12.30425056,81.20805369,0.4300581245,29,55,363,447,-8.884611113
2015-08-07,AAPL,0.03761755486,10.97178683,7.210031348,81.81818182,0.4249053942,140,92,1044,1276,0.3387475028
2015-08-07,AMZN,0.02159827214,6.695464363,4.535637149,88.76889849,0.3347933952,31,21,411,463,-1.291882295
2015-08-07,GOOG,0.05579399142,7.296137339,1.716738197,90.98712446,0.2956194411,17,4,212,233,-1.148316425
2015-08-07,GOOGL,0.01486199575,2.547770701,1.061571125,96.39065817,0.1896018562,12,5,454,471,-0.8595090651
2015-08-07,MSFT,0.1150442478,18.5840708,7.079646018,74.33628319,0.4955554674,21,8,84,113,0.2574002574
2015-08-07,TSLA,0.03096539162,7.468123862,4.371584699,88.16029144,0.3430051508,41,24,484,549,-1.470767481
2015-08-08,AAPL,0.08597285068,13.12217195,4.524886878,82.35294118,0.4116584226,58,20,364,442,0.3387475028
2015-08-08,AMZN,0.07971014493,9.420289855,1.449275362,89.13043478,0.3210747054,13,2,123,138,-1.291882295
2015-08-08,GOOG,0.1314553991,13.61502347,0.4694835681,85.91549296,0.3523455692,29,1,183,213,-1.148316425
2015-08-08,GOOGL,0.0625,7.291666667,1.041666667,91.66666667,0.2833075324,7,1,88,96,-0.8595090651
2015-08-08,MSFT,0.2333333333,26.66666667,3.333333333,70,0.4997174343,16,2,42,60,0.2574002574
2015-08-08,TSLA,0.015625,13.28125,11.71875,75,0.5017194843,17,15,96,128,-1.470767481
2015-08-09,AAPL,0.1353383459,20.30075188,6.766917293,72.93233083,0.5033016259,54,18,194,266,0.3387475028
2015-08-09,AMZN,0.08444444444,10.22222222,1.777777778,88,0.3367090968,23,4,198,225,-1.291882295
2015-08-09,GOOG,0.1160714286,16.96428571,5.357142857,77.67857143,0.4600339924,19,6,87,112,-1.148316425
2015-08-09,GOOGL,0.3260869565,36.95652174,4.347826087,58.69565217,0.5599344337,17,2,27,46,-0.8595090651
2015-08-09,MSFT,0.1590909091,27.27272727,11.36363636,61.36363636,0.6078242485,12,5,27,44,0.2574002574
2015-08-09,TSLA,-0.1041666667,11.11111111,21.52777778,67.36111111,0.5636885268,16,31,97,144,-1.470767481
2015-08-10,AAPL,0.1315068493,21.64383562,8.493150685,69.8630137,0.5337192517,79,31,255,365,3.635734072
2015-08-10,AMZN,0.07906976744,12.09302326,4.186046512,83.72093023,0.3965730181,26,9,180,215,0.2640541885
2015-08-10,GOOG,0.06339712919,8.732057416,2.392344498,88.87559809,0.3276480369,73,20,743,836,-0.2471273414
2015-08-10,GOOGL,0.07130730051,10.18675722,3.056027165,86.75721562,0.357154984,60,18,511,589,-0.1881425067
2015-08-10,MSFT,0.03759398496,13.53383459,9.77443609,76.69172932,0.483140218,18,13,102,133,1.262302097
2015-08-10,TSLA,-0.08571428571,7.142857143,15.71428571,77.14285714,0.47101844,25,55,270,350,-0.5649251577
2015-08-11,AAPL,0.01062416999,14.47543161,13.41301461,72.11155378,0.5281636294,218,202,1086,1506,-5.203808887
2015-08-11,AMZN,0.0652173913,11.95652174,5.434782609,82.60869565,0.4126459497,33,15,228,276,0.6603053435
2015-08-11,GOOG,0.1516853933,16.29213483,1.123595506,82.58426966,0.3898753559,29,2,147,178,4.268379278
2015-08-11,GOOGL,0.1185185185,16.2962963,4.444444444,79.25925926,0.4399997503,132,36,642,810,4.095666074
2015-08-11,MSFT,0.119047619,17.46031746,5.555555556,76.98412698,0.4665986345,22,7,97,126,-1.943798859
2015-08-11,TSLA,-0.00641025641,8.012820513,8.653846154,83.33333333,0.408853701,25,27,260,312,-1.563407149
2015-08-12,AAPL,0.04288939052,16.02708804,11.73814898,72.23476298,0.5253271446,284,208,1280,1772,1.541986078
2015-08-12,AMZN,0.05905511811,9.842519685,3.937007874,86.22047244,0.3672037981,25,10,219,254,-0.2938611459
2015-08-12,GOOG,0.08349900596,13.91650099,5.566600398,80.51689861,0.4338584457,70,28,405,503,-0.1846302854
2015-08-12,GOOGL,0.1880597015,22.98507463,4.179104478,72.8358209,0.4868087416,77,14,244,335,0.1694915254
2015-08-12,MSFT,0.1212121212,17.17171717,5.050505051,77.77777778,0.4578727939,17,5,77,99,0.7110536522
2015-08-12,TSLA,0.01360544218,8.843537415,7.482993197,83.67346939,0.4045204393,26,22,246,294,0.337026583
2015-08-13,AAPL,0.02426778243,10.71129707,8.284518828,81.0041841,0.4353479464,128,99,968,1195,-0.07809788268
2015-08-13,AMZN,0.04709141274,8.033240997,3.324099723,88.64265928,0.3341633249,29,12,320,361,0.7130497614
2015-08-13,GOOG,0.05072463768,7.246376812,2.173913043,90.57971014,0.3030705757,30,9,375,414,-0.4715264722
2015-08-13,GOOGL,0.04838709677,6.989247312,2.150537634,90.86021505,0.2988253385,26,8,338,372,-0.7173123924
2015-08-13,MSFT,0.2461538462,27.69230769,3.076923077,69.23076923,0.4990151302,36,4,90,130,-0.02139495079
2015-08-13,TSLA,0.05590062112,10.2484472,4.658385093,85.0931677,0.3823223983,66,30,548,644,1.82222782
2015-08-14,AAPL,0.01417004049,11.84210526,10.42510121,77.73279352,0.4719074869,117,103,768,988,0.7034303083
2015-08-14,AMZN,0.04359673025,6.539509537,2.179836512,91.28065395,0.2924479885,24,8,335,367,0.3511686742
2015-08-14,GOOG,0.02487562189,4.975124378,2.487562189,92.53731343,0.2723832372,20,10,372,402,0.1020641328
2015-08-14,GOOGL,0.04982206406,6.049822064,1.067615658,92.88256228,0.2625594566,17,3,261,281,0.4165999039
2015-08-14,MSFT,0.19,24,5,71,0.5064233866,24,5,71,100,0.5777872887
2015-08-14,TSLA,0.05773195876,11.75257732,5.979381443,82.26804124,0.4175477039,57,29,399,485,0.263906643
2015-08-15,AAPL,0.05525846702,9.26916221,3.743315508,86.98752228,0.3567887218,52,21,488,561,0.7034303083
2015-08-15,AMZN,0.01699716714,5.66572238,3.966005666,90.36827195,0.3103243217,20,14,319,353,0.3511686742
2015-08-15,GOOG,0.04,4.571428571,0.5714285714,94.85714286,0.2235427179,16,2,332,350,0.1020641328
2015-08-15,GOOGL,0.03971119134,4.693140794,0.7220216606,94.58483755,0.2297066252,13,2,262,277,0.4165999039
2015-08-15,MSFT,0.07272727273,14.54545455,7.272727273,78.18181818,0.4656554701,8,4,43,55,0.5777872887
2015-08-15,TSLA,0.02538071066,9.644670051,7.106598985,83.24873096,0.4095361765,19,14,164,197,0.263906643
2015-08-16,AAPL,0.1,17.30769231,7.307692308,75.38461538,0.4868938663,45,19,196,260,0.7034303083
2015-08-16,AMZN,-0.04545454545,5.194805195,9.74025974,85.06493506,0.3850288011,8,15,131,154,0.3511686742
2015-08-16,GOOG,0.1016949153,12.42937853,2.259887006,85.31073446,0.3705761142,22,4,151,177,0.1020641328
2015-08-16,GOOGL,0.2372881356,23.72881356,0,76.27118644,0.4290720963,14,0,45,59,0.4165999039
2015-08-16,MSFT,0.1086956522,13.04347826,2.173913043,84.7826087,0.3787852437,6,1,39,46,0.5777872887
2015-08-16,TSLA,0.02654867257,13.27433628,10.61946903,76.10619469,0.4902655438,15,12,86,113,0.263906643
2015-08-17,AAPL,0.1054347826,18.36956522,7.826086957,73.80434783,0.5011117413,169,72,679,920,1.0348396
2015-08-17,AMZN,0.05034324943,14.18764302,9.153318078,76.6590389,0.4810454224,62,40,335,437,0.6961167971
2015-08-17,GOOG,0.2453416149,29.8136646,5.279503106,64.9068323,0.5400415711,96,17,209,322,0.5706720234
2015-08-17,GOOGL,0.0725388601,12.43523316,5.18134715,82.38341969,0.4144804476,24,10,159,193,0.6875843161
2015-08-17,MSFT,0.2127659574,26.24113475,4.964539007,68.79432624,0.518356064,37,7,97,141,0.6808510638
2015-08-17,TSLA,0.1349527665,17.27395412,3.778677463,78.94736842,0.4388324857,128,28,585,741,4.869422167
2015-08-18,AAPL,0.07680491551,15.20737327,7.52688172,77.26574501,0.4709397385,99,49,503,651,-0.5633321953
2015-08-18,AMZN,0.02392344498,11.72248804,9.330143541,78.94736842,0.4587564401,49,39,330,418,-0.03736781137
2015-08-18,GOOG,0.09230769231,13.84615385,4.615384615,81.53846154,0.4201753921,54,18,318,390,-0.7172363702
2015-08-18,GOOGL,0.06748466258,11.65644172,4.90797546,83.43558282,0.4025970377,19,8,136,163,-0.7750932849
2015-08-18,MSFT,0.1652173913,24.34782609,7.826086957,67.82608696,0.5450001575,28,9,78,115,-0.1056635672
2015-08-18,TSLA,0.07272727273,10.12987013,2.857142857,87.01298701,0.3534194435,39,11,335,385,2.247146947
2015-08-19,AAPL,0.08373786408,15.89805825,7.524271845,76.5776699,0.4769563376,131,62,631,824,-1.278969957
2015-08-19,AMZN,0.07903780069,16.49484536,8.591065292,74.91408935,0.4954347815,48,25,218,291,-0.3925086913
2015-08-19,GOOG,0.1949367089,22.78481013,3.291139241,73.92405063,0.4725722715,90,13,292,395,0.7269900782
2015-08-19,GOOGL,0.1149068323,15.83850932,4.347826087,79.8136646,0.4350258602,51,14,257,322,0.7709842754
2015-08-19,MSFT,0.2537313433,28.35820896,2.985074627,68.65671642,0.5009249665,38,4,92,134,-1.396234398
2015-08-19,TSLA,0.1050724638,14.49275362,3.985507246,81.52173913,0.4175813412,40,11,225,276,-2.098036207
2015-08-20,AAPL,0.02558635394,13.53944563,10.98081023,75.47974414,0.4947816563,127,103,708,938,-2.051995479
2015-08-20,AMZN,0.09504132231,15.70247934,6.198347107,78.09917355,0.4591804425,38,15,189,242,-3.216242588
2015-08-20,GOOG,0.09051724138,16.81034483,7.75862069,75.43103448,0.4883896054,39,18,175,232,-2.128899985
2015-08-20,GOOGL,0.1386138614,21.78217822,7.920792079,70.2970297,0.5283919654,44,16,142,202,-2.097861795
2015-08-20,MSFT,0.1515151515,24.24242424,9.090909091,66.66666667,0.5599496399,24,9,66,99,-2.03818923
2015-08-20,TSLA,0.03007518797,9.022556391,6.015037594,84.96240602,0.3873441184,24,16,226,266,-5.120470127
2015-08-21,AAPL,-0.00412371134,12.57731959,12.98969072,74.43298969,0.5058823282,122,126,722,970,-6.116289392
2015-08-21,AMZN,0.05263157895,11.57894737,6.315789474,82.10526316,0.4204731001,33,18,234,285,-4.131606499
2015-08-21,GOOG,0.03831417625,8.812260536,4.980842912,86.20689655,0.3701187867,23,13,225,261,-5.310528994
2015-08-21,GOOGL,0.01342281879,8.053691275,6.711409396,85.23489933,0.3853144939,12,10,127,149,-5.217224937
2015-08-21,MSFT,0.009803921569,10.78431373,9.803921569,79.41176471,0.4558768732,11,10,81,102,-5.672360929
2015-08-21,TSLA,0.02362204724,7.086614173,4.724409449,88.18897638,0.3435358328,18,12,224,254,-4.711371707
2015-08-22,AMZN,0.1428571429,20,5.714285714,74.28571429,0.4900669663,14,4,52,70,-4.131606499
2015-08-22,GOOG,0.02380952381,9.523809524,7.142857143,83.33333333,0.4100011894,8,6,70,84,-5.310528994
2015-08-22,GOOGL,0.0487804878,17.07317073,12.19512195,70.73170732,0.5454914991,7,5,29,41,-5.217224937
2015-08-22,MSFT,0.05,16.66666667,11.66666667,71.66666667,0.5344092255,10,7,43,60,-5.672360929
2015-08-22,TSLA,0.08974358974,14.1025641,5.128205128,80.76923077,0.4320262569,11,4,63,78,-4.711371707
2015-08-23,AAPL,0.05182926829,13.7195122,8.536585366,77.74390244,0.4696244268,45,28,255,328,-6.116289392
2015-08-23,AMZN,0.02816901408,9.85915493,7.042253521,83.09859155,0.4130662688,7,5,59,71,-4.131606499
2015-08-23,GOOG,0.0119047619,7.142857143,5.952380952,86.9047619,0.3638498174,6,5,73,84,-5.310528994
2015-08-23,GOOGL,0.03846153846,13.46153846,9.615384615,76.92307692,0.483514035,7,5,40,52,-5.217224937
2015-08-23,MSFT,-0.1025641026,10.25641026,20.51282051,69.23076923,0.5522619418,4,8,27,39,-5.672360929
2015-08-23,TSLA,-0.05633802817,4.225352113,9.85915493,85.91549296,0.3736814512,3,7,61,71,-4.711371707
2015-08-24,AAPL,0.05962156373,17.74366298,11.7815066,70.47483042,0.5401862109,497,330,1974,2801,-2.496217852
2015-08-24,AMZN,0,9.701492537,9.701492537,80.59701493,0.4413123093,26,26,216,268,-6.289562562
2015-08-24,GOOG,0,9.842519685,9.842519685,80.31496063,0.4445542245,25,25,204,254,-3.733999478
2015-08-24,GOOGL,0.03804347826,12.5,8.695652174,78.80434783,0.4600647118,23,16,145,184,-4.024657236
2015-08-24,MSFT,-0.08391608392,2.797202797,11.18881119,86.01398601,0.3657233522,4,16,123,143,-3.227304388
2015-08-24,TSLA,0.009708737864,11.32686084,10.35598706,78.3171521,0.4663023718,35,32,242,309,-5.156649478
2015-08-25,AAPL,0.0955927995,16.94599628,7.386716325,75.6672874,0.4840811934,273,119,1219,1611,0.6012412723
2015-08-25,AMZN,0.06111111111,10.83333333,4.722222222,84.44444444,0.3901844273,39,17,304,360,0.6474307789
2015-08-25,GOOG,0.0252293578,5.963302752,3.440366972,90.59633028,0.3059655043,26,15,395,436,-1.280507454
2015-08-25,GOOGL,0.05992509363,8.239700375,2.247191011,89.51310861,0.3188395223,22,6,239,267,-0.9124589474
2015-08-25,MSFT,0,5.833333333,5.833333333,88.33333333,0.3429971703,7,7,106,120,-2.903071017
2015-08-25,TSLA,0.01785714286,6.785714286,5,88.21428571,0.3434523976,19,14,247,280,0.5299949742
2015-08-26,AAPL,0.05793103448,11.44827586,5.655172414,82.89655172,0.4096269011,166,82,1202,1450,5.735492578
2015-08-26,AMZN,0.06752873563,11.20689655,4.454022989,84.33908046,0.3902151213,78,31,587,696,7.376117675
2015-08-26,GOOG,0.1055194805,12.98701299,2.435064935,84.57792208,0.3785750643,80,15,521,616,7.999175343
2015-08-26,GOOGL,0.1462522852,15.72212066,1.096892139,83.1809872,0.3834961046,86,6,455,547,7.717929041
2015-08-26,MSFT,0.1578947368,18.42105263,2.631578947,78.94736842,0.4327100721,21,3,90,114,5.534964171
2015-08-26,TSLA,0.008620689655,5.459770115,4.597701149,89.94252874,0.3174744444,19,16,313,348,2.186065537
2015-08-27,AAPL,0.04704301075,12.5672043,7.862903226,79.56989247,0.4496931549,187,117,1184,1488,2.94466223
2015-08-27,AMZN,0.0883797054,13.58428805,4.746317512,81.66939444,0.4192645706,83,29,499,611,3.514587535
2015-08-27,GOOG,0.01584158416,3.96039604,2.376237624,93.66336634,0.2514768573,20,12,473,505,1.430116764
2015-08-27,GOOGL,0.02505694761,6.150341686,3.644646925,90.20501139,0.3123207196,27,16,396,439,1.245945372
2015-08-27,MSFT,0.175,23.33333333,5.833333333,70.83333333,0.5130646101,28,7,85,120,2.786232732
2015-08-27,TSLA,0.07195571956,11.25461255,4.05904059,84.68634686,0.3850096068,61,22,459,542,8.072407045
2015-08-28,AAPL,0.04262295082,12.21311475,7.950819672,79.83606557,0.4471985596,149,97,974,1220,0.327665604
2015-08-28,AMZN,0.0650887574,8.284023669,1.775147929,89.9408284,0.3113337635,14,3,152,169,-0.06944846345
2015-08-28,GOOG,0.01184834123,5.687203791,4.502369668,89.81042654,0.3193697709,24,19,379,422,-1.13392199
2015-08-28,GOOGL,0.01425178147,4.513064133,3.087885986,92.39904988,0.2756571771,19,13,389,421,-1.23809809
2015-08-28,MSFT,0.1165048544,19.41747573,7.766990291,72.81553398,0.5106890937,20,8,75,103,0.06833712984
2015-08-28,TSLA,0.05708245243,9.302325581,3.594080338,87.10359408,0.3549253138,44,17,412,473,2.259352237
2015-08-29,AAPL,0.06457925636,10.76320939,4.305283757,84.93150685,0.3831471446,55,22,434,511,0.327665604
2015-08-29,AMZN,0.01639344262,4.098360656,2.459016393,93.44262295,0.2560737599,10,6,228,244,-0.06944846345
2015-08-29,GOOG,0.0157480315,2.624671916,1.049868766,96.32545932,0.1912941508,10,4,367,381,-1.13392199
2015-08-29,GOOGL,0.01328903654,1.993355482,0.6644518272,97.34219269,0.1627558893,6,2,293,301,-1.23809809
2015-08-29,MSFT,0.03703703704,14.81481481,11.11111111,74.07407407,0.5175000172,4,3,20,27,0.06833712984
2015-08-29,TSLA,0.03781512605,6.302521008,2.521008403,91.17647059,0.2952483319,15,6,217,238,2.259352237
2015-08-30,AAPL,0.03910614525,6.890130354,2.979515829,90.13035382,0.3120071366,37,16,484,537,0.327665604
2015-08-30,AMZN,0,1.369863014,1.369863014,97.26027397,0.165748386,5,5,355,365,-0.06944846345
2015-08-30,GOOG,0.002666666667,1.866666667,1.6,96.53333333,0.1864194951,7,6,362,375,-1.13392199
2015-08-30,GOOGL,0.02787456446,4.181184669,1.393728223,94.42508711,0.2348709174,12,4,271,287,-1.23809809
2015-08-30,MSFT,0.06666666667,16.66666667,10,73.33333333,0.5208304598,5,3,22,30,0.06833712984
2015-08-30,TSLA,0.02116402116,3.703703704,1.587301587,94.70899471,0.2296545036,7,3,179,189,2.259352237
2015-08-31,AAPL,0.1011743451,15.62782294,5.510388437,78.86178862,0.4486955912,173,61,873,1107,-0.4678259334
2015-08-31,AMZN,0.03773584906,5.031446541,1.257861635,93.71069182,0.2483203501,16,4,298,318,-0.9883979074
2015-08-31,GOOG,0.01910828025,7.324840764,5.414012739,87.2611465,0.3569723158,23,17,274,314,-1.924236175
2015-08-31,GOOGL,0.08035714286,11.16071429,3.125,85.71428571,0.370150687,25,7,192,224,-1.799329988
2015-08-31,MSFT,0.009803921569,10.78431373,9.803921569,79.41176471,0.4558768732,11,10,81,102,-0.933302982
2015-08-31,TSLA,0.02639296188,6.744868035,4.105571848,89.14956012,0.328823497,23,14,304,341,0.2334191887
2015-09-01,AAPL,0.03864278982,14.32610745,10.46182846,75.21206409,0.4966070213,152,111,798,1061,-4.469670096
2015-09-01,AMZN,0.01865671642,12.68656716,10.82089552,76.49253731,0.4853922944,34,29,205,268,-3.187818051
2015-09-01,GOOG,-0.05020920502,3.765690377,8.786610879,87.44769874,0.3514525055,9,21,209,239,-3.309340882
2015-09-01,GOOGL,0.1136363636,21.02272727,9.659090909,69.31818182,0.5436767565,37,17,122,176,-2.818684202
2015-09-01,MSFT,0.102739726,16.43835616,6.164383562,77.39726027,0.4657874616,24,9,113,146,-3.90625
2015-09-01,TSLA,-0.02536231884,5.797101449,8.333333333,85.86956522,0.375729418,16,23,237,276,-4.187745925
2015-09-02,AAPL,0.07279693487,15.03831418,7.75862069,77.20306513,0.4721053323,157,81,806,1044,4.288897141
2015-09-02,AMZN,0.04867256637,9.292035398,4.424778761,86.28318584,0.3679649849,21,10,195,226,2.821524953
2015-09-02,GOOG,0.05418719212,10.83743842,5.418719212,83.74384236,0.4005190993,22,11,170,203,2.768530755
2015-09-02,GOOGL,0.0462962963,14.81481481,10.18518519,75,0.5001730403,16,11,81,108,2.438210814
2015-09-02,MSFT,0.1370967742,17.74193548,4.032258065,78.22580645,0.447843567,22,5,97,124,3.682448589
2015-09-02,TSLA,0.05,8.666666667,3.666666667,87.66666667,0.3481916975,26,11,263,300,3.796672673
2015-09-03,AAPL,0.05347593583,16.04278075,10.69518717,73.26203209,0.5145903375,150,100,685,935,-1.753605127
2015-09-03,AMZN,0.06666666667,14.16666667,7.5,78.33333333,0.461638583,34,18,188,240,-1.141905788
